,flDPI_Flow,flFP1_Flow,flFP2_Flow,flPressure1_kPa,flPressure2_kPa,flPressure4_kPa,flPressure5_kPa,flTemp1_F,flTemp2_F,flTemp4_F,flTemp5_F,flVPO_Flow
2015-04-12 15:34:04,31.78,5.038,5.17,101.3,101.3,101.3,95.81,27.45,27.7,28.82,33.65,16.156
2015-04-12 15:34:05,31.64,5.002,5.007,101.3,101.3,101.3,95.87,27.48,27.73,28.84,33.67,16.071
2015-04-12 15:34:06,31.28,5.081,4.894,101.3,101.3,101.3,96.31,27.48,27.75,28.84,33.67,16.976
2015-04-12 15:34:07,31.18,5.184,5.0,101.3,101.3,101.3,96.55,27.43,27.72,28.83,33.66,16.973
2015-04-12 15:34:08,31.12,4.765,4.9,101.3,101.3,101.3,96.86,27.46,27.72,28.84,33.65,17.096
2015-04-12 15:34:09,30.87,4.968,4.955,101.3,101.3,101.3,97.18,27.43,27.69,28.83,33.66,17.251
2015-04-12 15:34:10,30.81,5.048,4.825,101.3,101.3,101.3,97.02,27.45,27.72,28.84,33.63,16.518
2015-04-12 15:34:11,31.42,4.999,5.153,101.3,101.3,101.3,97.21,27.43,27.69,28.84,33.65,16.774
2015-04-12 15:34:12,31.74,5.06,5.018,101.3,101.3,101.3,96.94,27.45,27.71,28.82,33.62,15.775
2015-04-12 15:34:13,31.68,5.152,5.15,101.3,101.3,101.3,96.6,27.45,27.69,28.87,33.62,15.688
2015-04-12 15:34:14,31.27,4.976,4.944,101.3,101.3,101.3,96.49,27.49,27.74,28.91,33.66,15.548
2015-04-12 15:34:15,31.9,4.835,5.187,101.3,101.3,101.3,96.33,27.48,27.72,28.89,33.63,15.61
2015-04-12 15:34:16,31.49,5.247,4.802,101.3,101.3,101.3,96.33,27.47,27.76,28.91,33.67,15.718
2015-04-12 15:34:17,31.7,4.906,5.135,101.3,101.3,101.3,96.18,27.49,27.74,28.9,33.64,15.601
2015-04-12 15:34:18,31.66,4.761,4.797,101.3,101.3,101.3,95.99,27.51,27.78,28.92,33.65,15.476
2015-04-12 15:34:19,31.76,5.089,5.217,101.3,101.3,101.3,95.91,27.5,27.75,28.92,33.65,15.57
2015-04-12 15:34:20,31.8,5.037,4.774,101.3,101.3,101.3,95.86,27.49,27.79,28.93,33.67,15.689
2015-04-12 15:34:21,31.71,4.926,5.106,101.3,101.3,101.3,95.8,27.52,27.77,28.96,33.65,15.511
2015-04-12 15:34:22,31.85,4.92,4.903,101.3,101.3,101.3,95.78,27.53,27.79,28.94,33.67,15.755
2015-04-12 15:34:23,31.79,5.111,4.777,101.3,101.3,101.3,95.66,27.52,27.81,28.97,33.68,15.473
2015-04-12 15:34:24,31.82,5.005,5.165,101.3,101.3,101.3,95.63,27.53,27.78,28.95,33.69,15.78
2015-04-12 15:34:25,31.6,5.005,4.933,101.3,101.3,101.3,95.75,27.54,27.81,28.97,33.67,15.901
2015-04-12 15:34:26,31.7,4.979,4.896,101.3,101.3,101.3,95.77,27.55,27.8,28.96,33.67,16.179
2015-04-12 15:34:27,31.67,5.079,5.155,101.3,101.3,101.3,95.85,27.53,27.8,28.97,33.65,16.123
2015-04-12 15:34:28,31.7,4.956,4.948,101.3,101.3,101.3,95.89,27.54,27.8,28.98,33.67,16.169
2015-04-12 15:34:29,31.64,4.92,4.956,101.3,101.3,101.3,95.89,27.55,27.82,28.97,33.66,16.041
2015-04-12 15:34:30,31.52,4.955,4.988,101.3,101.3,101.3,95.9,27.55,27.8,29.0,33.66,15.953
2015-04-12 15:34:31,31.6,4.925,5.089,101.3,101.3,101.3,96.06,27.55,27.8,28.98,33.65,16.35
2015-04-12 15:34:32,31.57,4.963,5.088,101.3,101.3,101.3,96.11,27.55,27.81,29.0,33.66,16.125
2015-04-12 15:34:33,31.48,4.961,5.015,101.3,101.3,101.3,96.14,27.56,27.81,29.0,33.66,16.206
2015-04-12 15:34:34,31.69,5.12,5.174,101.3,101.3,101.3,96.18,27.54,27.79,28.99,33.66,16.262
2015-04-12 15:34:35,31.65,5.002,4.805,101.3,101.3,101.3,96.02,27.57,27.83,29.01,33.63,16.103
2015-04-12 15:34:36,31.52,4.914,5.096,101.3,101.3,101.3,96.3,27.56,27.81,29.01,33.64,16.228
2015-04-12 15:34:37,31.79,4.899,5.181,101.3,101.3,101.3,95.96,27.57,27.8,29.01,33.65,15.814
2015-04-12 15:34:38,31.7,5.002,4.751,101.3,101.3,101.3,95.87,27.57,27.85,29.03,33.66,15.811
2015-04-12 15:34:39,31.72,4.927,4.927,101.3,101.3,101.3,95.92,27.59,27.82,29.03,33.65,16.017
2015-04-12 15:34:40,31.66,4.982,5.111,101.3,101.3,101.3,95.95,27.58,27.83,29.04,33.63,15.985
2015-04-12 15:34:41,31.82,4.907,4.852,101.3,101.3,101.3,95.94,27.59,27.84,29.04,33.65,15.948
2015-04-12 15:34:42,31.74,4.841,5.068,101.3,101.3,101.3,95.82,27.61,27.83,29.06,33.69,15.615
2015-04-12 15:34:43,31.77,5.169,5.063,101.3,101.3,101.3,95.76,27.57,27.84,29.06,33.66,15.909
2015-04-12 15:34:44,31.84,4.982,5.165,101.3,101.3,101.3,95.76,27.59,27.85,29.06,33.69,15.869
2015-04-12 15:34:45,31.72,4.933,4.838,101.3,101.3,101.3,95.73,27.61,27.87,29.06,33.67,15.825
2015-04-12 15:34:46,31.86,5.056,5.212,101.3,101.3,101.3,95.67,27.6,27.84,29.08,33.7,15.811
2015-04-12 15:34:47,31.79,4.946,4.792,101.3,101.3,101.3,95.69,27.61,27.89,29.07,33.66,15.786
2015-04-12 15:34:48,31.86,5.004,5.063,101.3,101.3,101.3,95.61,27.61,27.87,29.09,33.66,15.707
2015-04-12 15:34:49,31.83,4.792,5.061,101.3,101.3,101.3,95.58,27.63,27.88,29.08,33.65,15.763
2015-04-12 15:34:50,31.91,4.943,5.148,101.3,101.3,101.3,95.58,27.63,27.86,29.1,33.67,15.69
2015-04-12 15:34:51,31.87,5.12,5.032,101.3,101.3,101.3,95.58,27.62,27.87,29.09,33.64,16.022
2015-04-12 15:34:52,31.79,5.065,4.747,101.3,101.3,101.3,95.54,27.63,27.9,29.11,33.66,15.972
2015-04-12 15:34:53,31.92,4.929,5.145,101.3,101.3,101.3,95.53,27.64,27.87,29.1,33.68,15.983
2015-04-12 15:34:54,31.76,4.984,4.992,101.3,101.3,101.3,95.61,27.63,27.89,29.11,33.68,15.763
2015-04-12 15:34:55,31.81,4.975,4.983,101.3,101.3,101.3,95.69,27.64,27.88,29.11,33.65,16.388
2015-04-12 15:34:56,32.08,4.948,5.022,101.3,101.3,101.3,95.62,27.64,27.89,29.1,33.64,15.892
2015-04-12 15:34:57,32.05,4.991,5.003,101.3,101.3,101.3,95.28,27.65,27.88,29.12,33.7,15.508
2015-04-12 15:34:58,31.98,4.865,4.892,101.3,101.3,101.3,95.27,27.66,27.91,29.14,33.65,15.812
2015-04-12 15:34:59,32.12,4.91,5.042,101.3,101.3,101.3,95.07,27.66,27.9,29.14,33.65,15.705
2015-04-12 15:35:00,32.07,4.932,5.048,101.3,101.3,101.3,95.07,27.67,27.91,29.16,33.66,15.654
2015-04-12 15:35:01,32.05,4.889,5.044,101.3,101.3,101.3,94.98,27.68,27.9,29.15,33.66,15.703
2015-04-12 15:35:02,32.05,5.035,5.008,101.3,101.3,101.3,94.95,27.66,27.91,29.16,33.65,15.854
2015-04-12 15:35:03,32.11,5.009,4.888,101.3,101.3,101.3,94.93,27.67,27.93,29.16,33.67,15.728
2015-04-12 15:35:04,32.1,4.993,4.977,101.3,101.3,101.3,94.89,27.68,27.92,29.16,33.67,15.927
2015-04-12 15:35:05,32.02,5.083,5.208,101.3,101.3,101.3,94.92,27.67,27.91,29.18,33.66,15.724
2015-04-12 15:35:06,32.04,5.071,4.769,101.3,101.3,101.3,94.9,27.69,27.93,29.18,33.68,15.947
2015-04-12 15:35:07,31.98,4.967,4.961,101.3,101.3,101.3,94.93,27.68,27.93,29.18,33.67,15.865
2015-04-12 15:35:08,32.02,5.047,5.225,101.3,101.3,101.3,94.91,27.69,27.9,29.18,33.68,15.972
2015-04-12 15:35:09,31.95,5.007,4.722,101.3,101.3,101.3,95.0,27.71,27.95,29.2,33.69,16.001
2015-04-12 15:35:10,32.04,4.907,5.177,101.3,101.3,101.3,94.92,27.71,27.93,29.19,33.67,15.942
2015-04-12 15:35:11,32.0,5.088,4.998,101.3,101.3,101.3,94.97,27.7,27.94,29.2,33.68,15.926
2015-04-12 15:35:12,32.09,4.921,5.176,101.3,101.3,101.3,94.91,27.71,27.93,29.2,33.68,15.899
2015-04-12 15:35:13,31.97,5.048,4.888,101.3,101.3,101.3,94.97,27.71,27.96,29.21,33.69,15.904
2015-04-12 15:35:14,31.94,4.985,4.98,101.3,101.3,101.3,94.98,27.72,27.95,29.21,33.65,15.926
2015-04-12 15:35:15,32.06,5.0,5.015,101.3,101.3,101.3,94.96,27.71,27.95,29.21,33.66,15.86
2015-04-12 15:35:16,31.95,5.051,5.101,101.3,101.3,101.3,94.92,27.71,27.94,29.21,33.67,15.879
2015-04-12 15:35:17,32.0,5.057,4.919,101.3,101.3,101.3,94.93,27.71,27.96,29.21,33.67,16.006
2015-04-12 15:35:18,31.93,4.947,4.947,101.3,101.3,101.3,94.95,27.73,27.98,29.23,33.67,15.798
2015-04-12 15:35:19,31.97,5.068,4.943,101.3,101.3,101.3,95.04,27.72,27.98,29.22,33.66,16.02
2015-04-12 15:35:20,31.88,4.981,5.096,101.3,101.3,101.3,95.05,27.74,27.97,29.23,33.66,15.816
2015-04-12 15:35:21,32.05,4.942,5.166,101.3,101.3,101.3,94.87,27.73,27.95,29.22,33.65,15.936
2015-04-12 15:35:22,32.05,5.037,4.81,101.3,101.3,101.3,94.87,27.75,28.0,29.24,33.67,15.873
2015-04-12 15:35:23,31.84,4.954,5.102,101.3,101.3,101.3,95.06,27.75,27.98,29.25,33.67,16.328
2015-04-12 15:35:24,31.91,4.971,5.134,101.3,101.3,101.3,95.2,27.75,27.98,29.25,33.66,16.212
2015-04-12 15:35:25,31.98,5.052,4.854,101.3,101.3,101.3,95.16,27.74,27.99,29.24,33.66,16.293
2015-04-12 15:35:26,31.73,4.982,5.037,101.3,101.3,101.3,95.35,27.76,28.0,29.26,33.67,16.279
2015-04-12 15:35:27,31.84,5.085,5.073,101.3,101.3,101.3,95.42,27.76,27.99,29.25,33.66,16.383
2015-04-12 15:35:28,31.79,5.023,4.969,101.3,101.3,101.3,95.5,27.76,28.0,29.26,33.67,16.073
2015-04-12 15:35:29,31.84,5.241,5.07,101.3,101.3,101.3,95.48,27.74,27.98,29.25,33.66,16.285
2015-04-12 15:35:30,31.83,5.083,4.912,101.3,101.3,101.3,95.48,27.76,28.0,29.27,33.66,16.179
2015-04-12 15:35:31,31.86,4.914,4.986,101.3,101.3,101.3,95.44,27.77,28.0,29.27,33.65,16.302
2015-04-12 15:35:32,31.87,5.029,5.189,101.3,101.3,101.3,95.44,27.76,27.99,29.27,33.66,16.049
2015-04-12 15:35:33,31.85,5.036,4.858,101.3,101.3,101.3,95.47,27.77,28.01,29.28,33.67,16.144
2015-04-12 15:35:34,31.81,4.972,4.983,101.3,101.3,101.3,95.46,27.78,28.02,29.29,33.65,16.088
2015-04-12 15:35:35,31.8,4.997,5.05,101.3,101.3,101.3,95.48,27.78,28.02,29.29,33.65,16.069
2015-04-12 15:35:36,31.86,5.024,5.031,101.3,101.3,101.3,95.5,27.79,28.01,29.29,33.65,16.081
2015-04-12 15:35:37,31.82,4.926,5.022,101.3,101.3,101.3,95.5,27.8,28.02,29.31,33.66,15.92
2015-04-12 15:35:38,31.91,5.043,4.974,101.3,101.3,101.3,95.52,27.79,28.02,29.31,33.65,16.001
2015-04-12 15:35:39,31.84,5.017,5.087,101.3,101.3,101.3,95.5,27.8,28.02,29.31,33.68,15.895
2015-04-12 15:35:40,31.88,5.097,5.041,101.3,101.3,101.3,95.56,27.79,28.02,29.3,33.64,16.032
2015-04-12 15:35:41,31.76,5.047,5.041,101.3,101.3,101.3,95.5,27.8,28.05,29.32,33.64,15.98
2015-04-12 15:35:42,31.78,4.984,5.06,101.3,101.3,101.3,95.64,27.81,28.04,29.31,33.65,16.314
2015-04-12 15:35:43,31.73,4.987,4.909,101.3,101.3,101.3,95.68,27.81,28.04,29.33,33.65,15.993
2015-04-12 15:35:44,31.8,5.097,5.161,101.3,101.3,101.3,95.64,27.8,28.04,29.32,33.63,16.191
2015-04-12 15:35:45,31.82,4.908,4.871,101.3,101.3,101.3,95.65,27.81,28.05,29.33,33.62,16.055
2015-04-12 15:35:46,31.71,5.026,5.174,101.3,101.3,101.3,95.66,27.83,28.05,29.34,33.65,16.228
2015-04-12 15:35:47,31.61,5.056,4.624,101.3,101.3,101.3,95.81,27.83,28.09,29.35,33.66,16.285
2015-04-12 15:35:48,31.78,4.929,5.206,101.3,101.3,101.3,95.78,27.83,28.03,29.33,33.65,16.032
2015-04-12 15:35:49,31.64,5.004,5.129,101.3,101.3,101.3,95.81,27.83,28.04,29.34,33.65,16.316
2015-04-12 15:35:50,31.55,5.155,4.867,101.3,101.3,101.3,96.02,27.82,28.07,29.34,33.65,16.353
2015-04-12 15:35:51,31.35,5.196,5.11,101.3,101.3,101.3,96.26,27.84,28.06,29.34,33.69,16.704
2015-04-12 15:35:52,31.2,4.863,4.942,101.3,101.3,101.3,96.63,27.84,28.05,29.35,33.67,16.836
2015-04-12 15:35:53,31.51,4.948,5.049,101.3,101.3,101.3,96.5,27.83,28.04,29.33,33.63,16.427
2015-04-12 15:35:54,30.93,5.074,5.112,101.3,101.3,101.3,96.63,27.85,28.05,29.37,33.7,16.569
2015-04-12 15:35:55,31.19,5.031,4.9,101.3,101.3,101.3,96.9,27.81,28.05,29.35,33.69,16.771
2015-04-12 15:35:56,31.42,4.899,4.767,101.3,101.3,101.3,96.63,27.85,28.06,29.36,33.64,16.107
2015-04-12 15:35:57,31.58,5.24,5.035,101.3,101.3,101.3,96.62,27.84,28.05,29.34,33.59,16.127
2015-04-12 15:35:58,31.05,4.749,4.97,101.3,101.3,101.3,96.84,27.86,28.06,29.39,33.67,16.415
2015-04-12 15:35:59,31.46,5.023,4.914,101.3,101.3,101.3,96.95,27.83,28.06,29.36,33.66,16.224
2015-04-12 15:36:00,31.54,5.014,4.96,101.3,101.3,101.3,96.71,27.83,28.05,29.36,33.63,15.864
2015-04-12 15:36:01,31.26,5.023,5.063,101.3,101.3,101.3,96.75,27.85,28.05,29.39,33.67,16.089
2015-04-12 15:36:02,31.16,4.992,5.027,101.3,101.3,101.3,96.74,27.85,28.07,29.41,33.66,16.077
2015-04-12 15:36:03,30.87,5.051,4.813,101.3,101.3,101.3,97.16,27.83,28.07,29.42,33.67,16.686
2015-04-12 15:36:04,31.44,5.123,5.111,101.3,101.3,101.3,97.53,27.74,28.04,29.36,33.67,16.889
2015-04-12 15:36:05,30.73,5.078,5.099,101.3,101.3,101.3,97.53,27.79,28.01,29.41,33.64,16.904
2015-04-12 15:36:06,31.13,5.118,5.216,101.3,101.3,101.3,97.6,27.77,27.99,29.38,33.64,16.78
2015-04-12 15:36:07,30.89,5.162,5.051,101.3,101.3,101.3,97.53,27.78,28.01,29.41,33.65,16.318
2015-04-12 15:36:08,30.89,5.2,5.228,101.3,101.3,101.3,97.79,27.76,28.01,29.41,33.68,16.424
2015-04-12 15:36:09,30.5,5.116,5.025,101.3,101.3,101.3,97.96,27.77,28.03,29.43,33.67,16.66
2015-04-12 15:36:10,31.07,4.895,4.816,101.3,101.3,101.3,97.73,27.76,28.01,29.4,33.62,16.25
2015-04-12 15:36:11,30.75,5.108,5.14,101.3,101.3,101.3,97.75,27.78,28.02,29.44,33.65,16.321
2015-04-12 15:36:12,30.63,5.043,5.148,101.3,101.3,101.3,97.92,27.78,28.03,29.43,33.62,16.492
2015-04-12 15:36:13,30.83,5.093,5.006,101.3,101.3,101.3,98.13,27.76,28.04,29.42,33.64,16.331
2015-04-12 15:36:14,30.99,4.967,4.813,101.3,101.3,101.3,97.83,27.77,28.04,29.43,33.66,16.08
2015-04-12 15:36:15,30.59,5.023,5.111,101.3,101.3,101.3,97.8,27.8,28.04,29.46,33.67,15.861
2015-04-12 15:36:16,30.76,5.078,5.111,101.3,101.3,101.3,98.03,27.77,28.03,29.45,33.64,16.574
2015-04-12 15:36:17,30.87,5.057,4.92,101.3,101.3,101.3,97.88,27.79,28.06,29.45,33.63,15.766
2015-04-12 15:36:18,30.35,5.313,5.012,101.3,101.3,101.3,98.28,27.77,28.05,29.46,33.65,16.767
2015-04-12 15:36:19,30.43,5.273,5.381,101.3,101.3,101.3,98.59,27.75,28.03,29.46,33.66,17.032
2015-04-12 15:36:20,30.73,5.15,5.214,101.3,101.3,101.3,98.56,27.74,28.04,29.44,33.63,16.916
2015-04-12 15:36:21,30.75,5.072,5.157,101.3,101.3,101.3,98.46,27.75,28.03,29.45,33.62,16.497
2015-04-12 15:36:22,30.8,4.89,4.809,101.3,101.3,101.3,98.36,27.77,28.06,29.46,33.64,16.099
2015-04-12 15:36:23,30.82,4.8,4.836,101.3,101.3,101.3,98.19,27.78,28.06,29.48,33.63,15.72
2015-04-12 15:36:24,30.51,4.948,5.043,101.3,101.3,101.3,98.08,27.81,28.07,29.52,33.65,15.535
2015-04-12 15:36:25,30.43,4.886,5.073,101.3,101.3,101.3,98.11,27.81,28.08,29.53,33.63,15.552
2015-04-12 15:36:26,30.6,5.214,5.186,101.3,101.3,101.3,98.42,27.77,28.06,29.48,33.65,16.584
2015-04-12 15:36:27,30.58,5.09,5.139,101.3,101.3,101.3,98.45,27.78,28.07,29.49,33.65,16.291
2015-04-12 15:36:28,30.66,5.013,4.697,101.3,101.3,101.3,98.46,27.76,28.05,29.5,33.67,16.225
2015-04-12 15:36:29,30.47,4.79,4.872,101.3,101.3,101.3,97.94,27.82,28.08,29.54,33.65,15.226
2015-04-12 15:36:30,31.24,4.704,4.886,101.3,101.3,101.3,97.69,27.82,28.06,29.5,33.6,15.028
2015-04-12 15:36:31,31.14,4.773,4.91,101.3,101.3,101.3,97.4,27.85,28.09,29.53,33.63,14.75
2015-04-12 15:36:32,31.29,4.81,4.758,101.3,101.3,101.3,97.21,27.87,28.11,29.53,33.64,14.728
2015-04-12 15:36:33,31.48,4.787,4.957,101.3,101.3,101.3,96.73,27.94,28.17,29.55,33.61,14.439
2015-04-12 15:36:34,31.56,5.213,4.832,101.3,101.3,101.3,96.5,27.91,28.17,29.55,33.62,14.565
2015-04-12 15:36:35,31.38,4.947,5.104,101.3,101.3,101.3,96.56,27.95,28.17,29.55,33.65,15.234
2015-04-12 15:36:36,31.12,4.724,4.95,101.3,101.3,101.3,96.81,27.96,28.18,29.56,33.67,15.953
2015-04-12 15:36:37,30.88,5.177,4.816,101.3,101.3,101.3,97.13,27.92,28.15,29.54,33.66,16.415
2015-04-12 15:36:38,31.58,4.976,4.955,101.3,101.3,101.3,97.65,27.86,28.09,29.5,33.62,17.043
2015-04-12 15:36:39,30.96,5.025,5.053,101.3,101.3,101.3,97.42,27.89,28.12,29.53,33.66,16.273
2015-04-12 15:36:40,30.82,5.109,5.168,101.3,101.3,101.3,97.62,27.88,28.1,29.53,33.66,16.738
2015-04-12 15:36:41,30.24,5.47,5.303,101.3,101.3,101.3,98.3,27.86,28.09,29.55,33.65,17.346
2015-04-12 15:36:42,30.35,5.526,5.487,101.3,101.3,101.3,98.79,27.81,28.09,29.5,33.67,18.162
2015-04-12 15:36:43,30.24,5.15,5.063,101.3,101.3,101.3,98.53,27.83,28.08,29.52,33.64,17.18
2015-04-12 15:36:44,30.51,5.101,5.032,101.3,101.3,101.3,98.51,27.82,28.11,29.52,33.63,16.859
2015-04-12 15:36:45,31.2,4.752,4.861,101.3,101.3,101.3,98.19,27.82,28.11,29.51,33.61,15.864
2015-04-12 15:36:46,31.28,4.385,4.432,101.3,101.3,101.3,97.49,27.9,28.14,29.56,33.6,14.422
2015-04-12 15:36:47,31.44,4.652,4.773,101.3,101.3,101.3,96.98,27.97,28.19,29.59,33.65,13.934
2015-04-12 15:36:48,31.39,4.912,5.073,101.3,101.3,101.3,96.66,28.0,28.19,29.59,33.62,14.541
2015-04-12 15:36:49,31.51,4.881,4.915,101.3,101.3,101.3,96.54,28.0,28.22,29.61,33.64,14.719
2015-04-12 15:36:50,31.46,5.082,5.136,101.3,101.3,101.3,96.58,27.99,28.21,29.6,33.63,15.132
2015-04-12 15:36:51,31.39,4.881,5.015,101.3,101.3,101.3,96.46,28.02,28.21,29.59,33.63,15.077
2015-04-12 15:36:52,31.77,5.151,5.118,101.3,101.3,101.3,96.3,27.99,28.21,29.57,33.63,15.176
2015-04-12 15:36:53,31.23,5.126,4.765,101.3,101.3,101.3,96.51,28.01,28.25,29.59,33.66,15.63
2015-04-12 15:36:54,31.44,4.913,5.207,101.3,101.3,101.3,96.45,28.03,28.23,29.58,33.68,16.021
2015-04-12 15:36:55,31.1,4.913,4.785,101.3,101.3,101.3,96.68,28.05,28.24,29.59,33.67,16.258
2015-04-12 15:36:56,31.45,4.798,4.873,101.3,101.3,101.3,96.61,28.02,28.26,29.56,33.63,16.416
2015-04-12 15:36:57,31.71,5.192,5.036,101.3,101.3,101.3,96.43,28.0,28.22,29.56,33.65,15.623
2015-04-12 15:36:58,31.4,4.939,5.118,101.3,101.3,101.3,96.51,28.04,28.24,29.58,33.63,16.112
2015-04-12 15:36:59,31.32,4.811,5.133,101.3,101.3,101.3,96.56,28.06,28.24,29.59,33.64,15.876
2015-04-12 15:37:00,31.24,5.109,5.019,101.3,101.3,101.3,96.95,28.0,28.23,29.59,33.63,16.452
2015-04-12 15:37:01,31.42,5.014,4.835,101.3,101.3,101.3,96.81,28.01,28.24,29.58,33.65,16.44
2015-04-12 15:37:02,30.96,5.045,4.915,101.3,101.3,101.3,97.16,27.97,28.23,29.59,33.68,16.866
2015-04-12 15:37:03,30.93,5.095,5.068,101.3,101.3,101.3,97.51,27.96,28.17,29.58,33.66,16.963
2015-04-12 15:37:04,30.8,5.151,5.326,101.3,101.3,101.3,97.81,27.94,28.16,29.56,33.67,17.363
2015-04-12 15:37:05,30.73,5.21,5.159,101.3,101.3,101.3,98.04,27.92,28.16,29.57,33.65,17.138
2015-04-12 15:37:06,30.79,5.235,4.946,101.3,101.3,101.3,98.1,27.93,28.17,29.57,33.64,17.102
2015-04-12 15:37:07,30.6,5.314,5.011,101.3,101.3,101.3,98.27,27.92,28.16,29.58,33.65,17.07
2015-04-12 15:37:08,30.4,5.19,5.4,101.3,101.3,101.3,98.53,27.9,28.16,29.59,33.66,17.157
2015-04-12 15:37:09,31.24,5.052,5.212,101.3,101.3,101.3,98.49,27.88,28.15,29.57,33.67,16.834
2015-04-12 15:37:10,31.31,4.732,4.599,101.3,101.3,101.3,97.79,27.94,28.22,29.6,33.59,15.343
2015-04-12 15:37:11,30.98,4.835,4.756,101.3,101.3,101.3,97.69,27.97,28.2,29.62,33.63,15.282
2015-04-12 15:37:12,30.96,4.887,4.867,101.3,101.3,101.3,97.74,27.97,28.2,29.63,33.64,15.789
2015-04-12 15:37:13,30.71,5.131,4.973,101.3,101.3,101.3,97.89,27.97,28.21,29.66,33.64,15.917
2015-04-12 15:37:14,30.86,5.032,5.199,101.3,101.3,101.3,98.01,27.96,28.19,29.62,33.65,16.153
2015-04-12 15:37:15,31.0,4.858,4.809,101.3,101.3,101.3,97.77,27.96,28.21,29.63,33.61,15.741
2015-04-12 15:37:16,30.96,4.788,4.991,101.3,101.3,101.3,97.53,28.0,28.21,29.65,33.66,15.31
2015-04-12 15:37:17,31.03,5.019,4.78,101.3,101.3,101.3,97.49,27.98,28.22,29.65,33.64,15.45
2015-04-12 15:37:18,31.0,5.084,5.076,101.3,101.3,101.3,97.47,27.99,28.23,29.65,33.66,15.713
2015-04-12 15:37:19,30.69,5.112,5.108,101.3,101.3,101.3,97.74,28.0,28.2,29.67,33.64,16.134
2015-04-12 15:37:20,30.61,5.237,5.251,101.3,101.3,101.3,98.05,27.98,28.22,29.64,33.65,16.701
2015-04-12 15:37:21,30.59,5.311,5.156,101.3,101.3,101.3,98.29,27.96,28.21,29.63,33.62,16.947
2015-04-12 15:37:22,30.71,5.246,5.337,101.3,101.3,101.3,98.53,27.94,28.2,29.61,33.63,17.038
2015-04-12 15:37:23,30.58,5.15,5.238,101.3,101.3,101.3,98.52,27.94,28.2,29.63,33.63,16.81
2015-04-12 15:37:24,30.52,5.158,5.224,101.3,101.3,101.3,98.73,27.93,28.2,29.64,33.64,16.939
2015-04-12 15:37:25,30.44,5.138,5.247,101.3,101.3,101.3,98.88,27.93,28.19,29.65,33.65,16.899
2015-04-12 15:37:26,30.76,4.796,4.805,101.3,101.3,101.3,98.62,27.94,28.21,29.63,33.61,16.125
2015-04-12 15:37:27,31.16,4.666,4.712,101.3,101.3,101.3,98.15,27.97,28.23,29.64,33.6,15.314
2015-04-12 15:37:28,31.18,4.621,4.519,101.3,101.3,101.3,97.77,28.01,28.25,29.68,33.59,14.659
2015-04-12 15:37:29,31.24,4.713,4.838,101.3,101.3,101.3,97.47,28.05,28.24,29.71,33.61,14.564
2015-04-12 15:37:30,31.03,4.852,4.917,101.3,101.3,101.3,97.4,28.06,28.26,29.7,33.61,14.899
2015-04-12 15:37:31,31.1,5.051,5.0,101.3,101.3,101.3,97.38,28.05,28.26,29.69,33.62,15.368
2015-04-12 15:37:32,31.07,5.09,4.987,101.3,101.3,101.3,97.44,28.06,28.26,29.7,33.63,15.414
2015-04-12 15:37:33,30.9,5.108,4.981,101.3,101.3,101.3,97.55,28.06,28.27,29.68,33.63,15.883
2015-04-12 15:37:34,30.93,5.052,4.918,101.3,101.3,101.3,97.7,28.05,28.26,29.69,33.63,16.183
2015-04-12 15:37:35,31.03,5.152,4.929,101.3,101.3,101.3,97.71,28.02,28.25,29.68,33.57,16.021
2015-04-12 15:37:36,31.08,4.974,4.973,101.3,101.3,101.3,97.58,28.05,28.26,29.67,33.62,15.963
2015-04-12 15:37:37,31.51,4.652,4.808,101.3,101.3,101.3,97.14,28.08,28.31,29.67,33.57,15.258
2015-04-12 15:37:38,31.57,4.806,4.908,101.3,101.3,101.3,96.84,28.14,28.33,29.69,33.58,15.105
2015-04-12 15:37:39,31.58,5.135,4.882,101.3,101.3,101.3,96.57,28.13,28.35,29.71,33.61,14.905
2015-04-12 15:37:40,31.59,5.191,5.122,101.3,101.3,101.3,96.53,28.14,28.34,29.72,33.6,15.134
2015-04-12 15:37:41,31.56,4.812,5.08,101.3,101.3,101.3,96.37,28.19,28.36,29.71,33.62,15.257
2015-04-12 15:37:42,31.71,4.984,5.075,101.3,101.3,101.3,96.27,28.17,28.35,29.7,33.62,15.388
2015-04-12 15:37:43,31.57,4.886,5.138,101.3,101.3,101.3,96.26,28.19,28.38,29.73,33.63,15.458
2015-04-12 15:37:44,31.58,5.211,4.84,101.3,101.3,101.3,96.42,28.16,28.4,29.72,33.61,15.767
2015-04-12 15:37:45,31.57,4.817,5.05,101.3,101.3,101.3,96.28,28.2,28.39,29.72,33.61,15.807
2015-04-12 15:37:46,31.62,5.04,4.846,101.3,101.3,101.3,96.23,28.17,28.4,29.71,33.62,15.837
2015-04-12 15:37:47,31.62,5.093,4.983,101.3,101.3,101.3,96.34,28.18,28.39,29.7,33.6,15.899
2015-04-12 15:37:48,31.59,5.148,5.064,101.3,101.3,101.3,96.2,28.19,28.37,29.71,33.6,15.867
2015-04-12 15:37:49,31.62,4.963,5.116,101.3,101.3,101.3,96.23,28.19,28.38,29.7,33.57,15.803
2015-04-12 15:37:50,31.69,4.852,5.077,101.3,101.3,101.3,96.22,28.21,28.41,29.71,33.62,15.894
