"Plot Title: Langan T15x CO Measurer 141268"
"#","Date Time, GMT+08:00","Volt, V (LGR S/N: 10641068, SEN S/N: 10641068, LBL: CO)","Temp, °C (LGR S/N: 10641068, SEN S/N: 10641068, LBL: T)","CO# 20669027, ppm (LGR S/N: 10641068)"
16161,04/12/15 03:46:04 PM,0.42981,28.905,42.981
16162,04/12/15 03:46:05 PM,0.44079,28.905,44.079
16163,04/12/15 03:46:06 PM,0.45094,28.903,45.094
16164,04/12/15 03:46:07 PM,0.45838,28.903,45.838
16165,04/12/15 03:46:08 PM,0.46235,28.903,46.235
16166,04/12/15 03:46:09 PM,0.46387,28.902,46.387
16167,04/12/15 03:46:10 PM,0.46448,28.902,46.448
16168,04/12/15 03:46:11 PM,0.46468,28.900,46.468
16169,04/12/15 03:46:12 PM,0.46525,28.900,46.525
16170,04/12/15 03:46:13 PM,0.46902,28.900,46.902
16171,04/12/15 03:46:14 PM,0.47730,28.899,47.730
16172,04/12/15 03:46:15 PM,0.48829,28.899,48.829
16173,04/12/15 03:46:16 PM,0.50134,28.899,50.134
16174,04/12/15 03:46:17 PM,0.51301,28.897,51.301
16175,04/12/15 03:46:18 PM,0.52403,28.897,52.403
16176,04/12/15 03:46:19 PM,0.53410,28.897,53.410
16177,04/12/15 03:46:20 PM,0.54528,28.895,54.528
16178,04/12/15 03:46:21 PM,0.55352,28.895,55.352
16179,04/12/15 03:46:22 PM,0.55806,28.895,55.806
16180,04/12/15 03:46:23 PM,0.56058,28.894,56.058
16181,04/12/15 03:46:24 PM,0.56161,28.894,56.161
16182,04/12/15 03:46:25 PM,0.56378,28.894,56.378
16183,04/12/15 03:46:26 PM,0.57053,28.892,57.053
16184,04/12/15 03:46:27 PM,0.58263,28.892,58.263
16185,04/12/15 03:46:28 PM,0.59525,28.892,59.525
16186,04/12/15 03:46:29 PM,0.60506,28.891,60.506
16187,04/12/15 03:46:30 PM,0.61021,28.891,61.021
16188,04/12/15 03:46:31 PM,0.61154,28.891,61.154
16189,04/12/15 03:46:32 PM,0.60849,28.889,60.849
16190,04/12/15 03:46:33 PM,0.60208,28.889,60.208
16191,04/12/15 03:46:34 PM,0.59285,28.889,59.285
16192,04/12/15 03:46:35 PM,0.58125,28.888,58.125
16193,04/12/15 03:46:36 PM,0.56714,28.888,56.714
16194,04/12/15 03:46:37 PM,0.55192,28.888,55.192
16195,04/12/15 03:46:38 PM,0.53559,28.886,53.559
16196,04/12/15 03:46:39 PM,0.51892,28.886,51.892
16197,04/12/15 03:46:40 PM,0.50347,28.886,50.347
16198,04/12/15 03:46:41 PM,0.48692,28.886,48.692
16199,04/12/15 03:46:42 PM,0.47147,28.885,47.147
16200,04/12/15 03:46:43 PM,0.45777,28.885,45.777
16201,04/12/15 03:46:44 PM,0.44545,28.885,44.545
16202,04/12/15 03:46:45 PM,0.43305,28.883,43.305
16203,04/12/15 03:46:46 PM,0.42134,28.883,42.134
16204,04/12/15 03:46:47 PM,0.41047,28.883,41.047
16205,04/12/15 03:46:48 PM,0.39994,28.881,39.994
16206,04/12/15 03:46:49 PM,0.39017,28.881,39.017
16207,04/12/15 03:46:50 PM,0.38067,28.881,38.067
16208,04/12/15 03:46:51 PM,0.37194,28.881,37.194
16209,04/12/15 03:46:52 PM,0.36339,28.880,36.339
16210,04/12/15 03:46:53 PM,0.35595,28.880,35.595
16211,04/12/15 03:46:54 PM,0.34905,28.880,34.905
16212,04/12/15 03:46:55 PM,0.34276,28.878,34.276
16213,04/12/15 03:46:56 PM,0.33703,28.878,33.703
16214,04/12/15 03:46:57 PM,0.33120,28.878,33.120
16215,04/12/15 03:46:58 PM,0.32601,28.877,32.601
16216,04/12/15 03:46:59 PM,0.32124,28.877,32.124
16217,04/12/15 03:47:00 PM,0.31689,28.877,31.689
16218,04/12/15 03:47:01 PM,0.31277,28.877,31.277
16219,04/12/15 03:47:02 PM,0.30892,28.875,30.892
16220,04/12/15 03:47:03 PM,0.30533,28.875,30.533
16221,04/12/15 03:47:04 PM,0.30190,28.875,30.190
16222,04/12/15 03:47:05 PM,0.29873,28.875,29.873
16223,04/12/15 03:47:06 PM,0.29549,28.874,29.549
16224,04/12/15 03:47:07 PM,0.29240,28.874,29.240
16225,04/12/15 03:47:08 PM,0.28943,28.874,28.943
16226,04/12/15 03:47:09 PM,0.28656,28.872,28.656
16227,04/12/15 03:47:10 PM,0.28378,28.872,28.378
16228,04/12/15 03:47:11 PM,0.28126,28.872,28.126
16229,04/12/15 03:47:12 PM,0.27821,28.872,27.821
16230,04/12/15 03:47:13 PM,0.27539,28.871,27.539
16231,04/12/15 03:47:14 PM,0.27276,28.871,27.276
16232,04/12/15 03:47:15 PM,0.27028,28.871,27.028
16233,04/12/15 03:47:16 PM,0.26776,28.871,26.776
16234,04/12/15 03:47:17 PM,0.26558,28.869,26.558
16235,04/12/15 03:47:18 PM,0.26341,28.869,26.341
16236,04/12/15 03:47:19 PM,0.26131,28.869,26.131
16237,04/12/15 03:47:20 PM,0.25929,28.867,25.929
16238,04/12/15 03:47:21 PM,0.25731,28.867,25.731
16239,04/12/15 03:47:22 PM,0.25502,28.867,25.502
16240,04/12/15 03:47:23 PM,0.25353,28.867,25.353
16241,04/12/15 03:47:24 PM,0.25162,28.866,25.162
16242,04/12/15 03:47:25 PM,0.24971,28.866,24.971
16243,04/12/15 03:47:26 PM,0.24773,28.866,24.773
16244,04/12/15 03:47:27 PM,0.24605,28.866,24.605
16245,04/12/15 03:47:28 PM,0.24426,28.864,24.426
16246,04/12/15 03:47:29 PM,0.24262,28.864,24.262
16247,04/12/15 03:47:30 PM,0.24086,28.864,24.086
16248,04/12/15 03:47:31 PM,0.23987,28.864,23.987
16249,04/12/15 03:47:32 PM,0.23930,28.863,23.930
16250,04/12/15 03:47:33 PM,0.23892,28.863,23.892
16251,04/12/15 03:47:34 PM,0.23880,28.863,23.880
16252,04/12/15 03:47:35 PM,0.23850,28.863,23.850
16253,04/12/15 03:47:36 PM,0.23789,28.861,23.789
16254,04/12/15 03:47:37 PM,0.23713,28.861,23.713
16255,04/12/15 03:47:38 PM,0.23632,28.861,23.632
16256,04/12/15 03:47:39 PM,0.23514,28.861,23.514
16257,04/12/15 03:47:40 PM,0.23453,28.860,23.453
16258,04/12/15 03:47:41 PM,0.23388,28.860,23.388
16259,04/12/15 03:47:42 PM,0.23255,28.860,23.255
16260,04/12/15 03:47:43 PM,0.23152,28.860,23.152
16261,04/12/15 03:47:44 PM,0.23033,28.860,23.033
16262,04/12/15 03:47:45 PM,0.22911,28.858,22.911
16263,04/12/15 03:47:46 PM,0.22808,28.858,22.808
16264,04/12/15 03:47:47 PM,0.22698,28.858,22.698
16265,04/12/15 03:47:48 PM,0.22580,28.858,22.580
16266,04/12/15 03:47:49 PM,0.22503,28.857,22.503
16267,04/12/15 03:47:50 PM,0.22419,28.857,22.419
16268,04/12/15 03:47:51 PM,0.22339,28.857,22.339
16269,04/12/15 03:47:52 PM,0.22190,28.857,22.190
16270,04/12/15 03:47:53 PM,0.22103,28.857,22.103
16271,04/12/15 03:47:54 PM,0.21981,28.855,21.981
16272,04/12/15 03:47:55 PM,0.21885,28.855,21.885
16273,04/12/15 03:47:56 PM,0.21809,28.855,21.809
16274,04/12/15 03:47:57 PM,0.21721,28.855,21.721
16275,04/12/15 03:47:58 PM,0.21649,28.855,21.649
16276,04/12/15 03:47:59 PM,0.21622,28.853,21.622
16277,04/12/15 03:48:00 PM,0.21515,28.853,21.515
16278,04/12/15 03:48:01 PM,0.21485,28.853,21.485
16279,04/12/15 03:48:02 PM,0.21397,28.853,21.397
16280,04/12/15 03:48:03 PM,0.21363,28.852,21.363
16281,04/12/15 03:48:04 PM,0.21298,28.852,21.298
16282,04/12/15 03:48:05 PM,0.21271,28.852,21.271
16283,04/12/15 03:48:06 PM,0.21248,28.852,21.248
16284,04/12/15 03:48:07 PM,0.21183,28.852,21.183
16285,04/12/15 03:48:08 PM,0.21118,28.852,21.118
16286,04/12/15 03:48:09 PM,0.21080,28.850,21.080
16287,04/12/15 03:48:10 PM,0.21054,28.850,21.054
16288,04/12/15 03:48:11 PM,0.21027,28.850,21.027
16289,04/12/15 03:48:12 PM,0.20954,28.850,20.954
16290,04/12/15 03:48:13 PM,0.20924,28.850,20.924
16291,04/12/15 03:48:14 PM,0.20867,28.849,20.867
16292,04/12/15 03:48:15 PM,0.20806,28.849,20.806
16293,04/12/15 03:48:16 PM,0.20745,28.849,20.745
16294,04/12/15 03:48:17 PM,0.20699,28.849,20.699
16295,04/12/15 03:48:18 PM,0.20676,28.849,20.676
16296,04/12/15 03:48:19 PM,0.20653,28.849,20.653
16297,04/12/15 03:48:20 PM,0.20672,28.847,20.672
16298,04/12/15 03:48:21 PM,0.20680,28.847,20.680
16299,04/12/15 03:48:22 PM,0.20542,28.847,20.542
16300,04/12/15 03:48:23 PM,0.20462,28.847,20.462
16301,04/12/15 03:48:24 PM,0.20386,28.847,20.386
16302,04/12/15 03:48:25 PM,0.20321,28.847,20.321
16303,04/12/15 03:48:26 PM,0.20268,28.846,20.268
16304,04/12/15 03:48:27 PM,0.20226,28.846,20.226
16305,04/12/15 03:48:28 PM,0.20172,28.846,20.172
16306,04/12/15 03:48:29 PM,0.20146,28.846,20.146
16307,04/12/15 03:48:30 PM,0.20092,28.846,20.092
16308,04/12/15 03:48:31 PM,0.20108,28.846,20.108
16309,04/12/15 03:48:32 PM,0.19997,28.846,19.997
16310,04/12/15 03:48:33 PM,0.19955,28.844,19.955
16311,04/12/15 03:48:34 PM,0.19924,28.844,19.924
16312,04/12/15 03:48:35 PM,0.19894,28.844,19.894
16313,04/12/15 03:48:36 PM,0.19890,28.844,19.890
16314,04/12/15 03:48:37 PM,0.19879,28.844,19.879
16315,04/12/15 03:48:38 PM,0.19837,28.844,19.837
16316,04/12/15 03:48:39 PM,0.19833,28.844,19.833
16317,04/12/15 03:48:40 PM,0.19802,28.844,19.802
16318,04/12/15 03:48:41 PM,0.19821,28.843,19.821
16319,04/12/15 03:48:42 PM,0.19741,28.843,19.741
16320,04/12/15 03:48:43 PM,0.19711,28.843,19.711
16321,04/12/15 03:48:44 PM,0.19699,28.843,19.699
16322,04/12/15 03:48:45 PM,0.19692,28.843,19.692
16323,04/12/15 03:48:46 PM,0.19684,28.843,19.684
16324,04/12/15 03:48:47 PM,0.19657,28.843,19.657
16325,04/12/15 03:48:48 PM,0.19635,28.843,19.635
16326,04/12/15 03:48:49 PM,0.19619,28.843,19.619
16327,04/12/15 03:48:50 PM,0.19619,28.841,19.619
16328,04/12/15 03:48:51 PM,0.19604,28.841,19.604
16329,04/12/15 03:48:52 PM,0.19570,28.841,19.570
16330,04/12/15 03:48:53 PM,0.19627,28.841,19.627
16331,04/12/15 03:48:54 PM,0.19650,28.841,19.650
16332,04/12/15 03:48:55 PM,0.19730,28.841,19.730
16333,04/12/15 03:48:56 PM,0.19768,28.841,19.768
16334,04/12/15 03:48:57 PM,0.19814,28.841,19.814
16335,04/12/15 03:48:58 PM,0.19932,28.841,19.932
16336,04/12/15 03:48:59 PM,0.19951,28.841,19.951
16337,04/12/15 03:49:00 PM,0.19963,28.841,19.963
16338,04/12/15 03:49:01 PM,0.19966,28.839,19.966
16339,04/12/15 03:49:02 PM,0.19966,28.839,19.966
16340,04/12/15 03:49:03 PM,0.19982,28.839,19.982
16341,04/12/15 03:49:04 PM,0.19959,28.839,19.959
16342,04/12/15 03:49:05 PM,0.19924,28.839,19.924
16343,04/12/15 03:49:06 PM,0.19928,28.839,19.928
16344,04/12/15 03:49:07 PM,0.19886,28.839,19.886
16345,04/12/15 03:49:08 PM,0.19879,28.839,19.879
16346,04/12/15 03:49:09 PM,0.19871,28.839,19.871
16347,04/12/15 03:49:10 PM,0.19844,28.839,19.844
16348,04/12/15 03:49:11 PM,0.19856,28.839,19.856
16349,04/12/15 03:49:12 PM,0.19795,28.839,19.795
16350,04/12/15 03:49:13 PM,0.19810,28.838,19.810
16351,04/12/15 03:49:14 PM,0.19932,28.838,19.932
16352,04/12/15 03:49:15 PM,0.20314,28.838,20.314
16353,04/12/15 03:49:16 PM,0.20745,28.838,20.745
16354,04/12/15 03:49:17 PM,0.20996,28.838,20.996
16355,04/12/15 03:49:18 PM,0.21084,28.838,21.084
16356,04/12/15 03:49:19 PM,0.21046,28.836,21.046
16357,04/12/15 03:49:20 PM,0.20916,28.836,20.916
16358,04/12/15 03:49:21 PM,0.20771,28.836,20.771
16359,04/12/15 03:49:22 PM,0.20470,28.836,20.470
16360,04/12/15 03:49:23 PM,0.20203,28.836,20.203
16361,04/12/15 03:49:24 PM,0.19867,28.836,19.867
16362,04/12/15 03:49:25 PM,0.19459,28.835,19.459
16363,04/12/15 03:49:26 PM,0.19085,28.835,19.085
16364,04/12/15 03:49:27 PM,0.18681,28.835,18.681
16365,04/12/15 03:49:28 PM,0.18299,28.835,18.299
16366,04/12/15 03:49:29 PM,0.17887,28.835,17.887
16367,04/12/15 03:49:30 PM,0.17483,28.835,17.483
16368,04/12/15 03:49:31 PM,0.17182,28.835,17.182
16369,04/12/15 03:49:32 PM,0.16751,28.833,16.751
16370,04/12/15 03:49:33 PM,0.16434,28.833,16.434
16371,04/12/15 03:49:34 PM,0.16129,28.833,16.129
16372,04/12/15 03:49:35 PM,0.15805,28.833,15.805
16373,04/12/15 03:49:36 PM,0.15503,28.833,15.503
16374,04/12/15 03:49:37 PM,0.15232,28.833,15.232
16375,04/12/15 03:49:38 PM,0.14958,28.833,14.958
16376,04/12/15 03:49:39 PM,0.14710,28.833,14.710
16377,04/12/15 03:49:40 PM,0.14542,28.833,14.542
16378,04/12/15 03:49:41 PM,0.14317,28.833,14.317
16379,04/12/15 03:49:42 PM,0.14034,28.832,14.034
16380,04/12/15 03:49:43 PM,0.13848,28.832,13.848
16381,04/12/15 03:49:44 PM,0.13668,28.832,13.668
16382,04/12/15 03:49:45 PM,0.13519,28.832,13.519
16383,04/12/15 03:49:46 PM,0.13321,28.832,13.321
16384,04/12/15 03:49:47 PM,0.13291,28.832,13.291
16385,04/12/15 03:49:48 PM,0.13088,28.832,13.088
16386,04/12/15 03:49:49 PM,0.12943,28.832,12.943
16387,04/12/15 03:49:50 PM,0.12799,28.832,12.799
16388,04/12/15 03:49:51 PM,0.12825,28.832,12.825
16389,04/12/15 03:49:52 PM,0.12539,28.832,12.539
16390,04/12/15 03:49:53 PM,0.12375,28.832,12.375
16391,04/12/15 03:49:54 PM,0.12531,28.830,12.531
16392,04/12/15 03:49:55 PM,0.12242,28.830,12.242
16393,04/12/15 03:49:56 PM,0.12387,28.830,12.387
16394,04/12/15 03:49:57 PM,0.12039,28.830,12.039
16395,04/12/15 03:49:58 PM,0.11975,28.830,11.975
16396,04/12/15 03:49:59 PM,0.11955,28.830,11.955
16397,04/12/15 03:50:00 PM,0.11753,28.830,11.753
16398,04/12/15 03:50:01 PM,0.12291,28.830,12.291
16399,04/12/15 03:50:02 PM,0.11799,28.830,11.799
16400,04/12/15 03:50:03 PM,0.11711,28.830,11.711
16401,04/12/15 03:50:04 PM,0.11463,28.830,11.463
16402,04/12/15 03:50:05 PM,0.11337,28.830,11.337
16403,04/12/15 03:50:06 PM,0.11505,28.830,11.505
16404,04/12/15 03:50:07 PM,0.11276,28.830,11.276
16405,04/12/15 03:50:08 PM,0.10945,28.830,10.945
16406,04/12/15 03:50:09 PM,0.10796,28.830,10.796
16407,04/12/15 03:50:10 PM,0.10761,28.830,10.761
16408,04/12/15 03:50:11 PM,0.10838,28.830,10.838
16409,04/12/15 03:50:12 PM,0.10700,28.830,10.700
16410,04/12/15 03:50:13 PM,0.10613,28.830,10.613
16411,04/12/15 03:50:14 PM,0.10571,28.829,10.571
16412,04/12/15 03:50:15 PM,0.10582,28.829,10.582
16413,04/12/15 03:50:16 PM,0.10555,28.829,10.555
16414,04/12/15 03:50:17 PM,0.10395,28.829,10.395
16415,04/12/15 03:50:18 PM,0.10262,28.829,10.262
16416,04/12/15 03:50:19 PM,0.10216,28.829,10.216
16417,04/12/15 03:50:20 PM,0.10105,28.829,10.105
16418,04/12/15 03:50:21 PM,0.10052,28.829,10.052
16419,04/12/15 03:50:22 PM,0.10006,28.829,10.006
16420,04/12/15 03:50:23 PM,0.10731,28.829,10.731
16421,04/12/15 03:50:24 PM,0.10552,28.829,10.552
16422,04/12/15 03:50:25 PM,0.10552,28.829,10.552
16423,04/12/15 03:50:26 PM,0.10628,28.829,10.628
16424,04/12/15 03:50:27 PM,0.10681,28.829,10.681
16425,04/12/15 03:50:28 PM,0.10739,28.829,10.739
16426,04/12/15 03:50:29 PM,0.10807,28.829,10.807
16427,04/12/15 03:50:30 PM,0.10468,28.829,10.468
16428,04/12/15 03:50:31 PM,0.10796,28.829,10.796
16429,04/12/15 03:50:32 PM,0.10632,28.829,10.632
16430,04/12/15 03:50:33 PM,0.10464,28.829,10.464
16431,04/12/15 03:50:34 PM,0.10353,28.829,10.353
16432,04/12/15 03:50:35 PM,0.10151,28.829,10.151
16433,04/12/15 03:50:36 PM,0.09567,28.829,9.567
16434,04/12/15 03:50:37 PM,0.10174,28.829,10.174
16435,04/12/15 03:50:38 PM,0.10506,28.830,10.506
16436,04/12/15 03:50:39 PM,0.10678,28.830,10.678
16437,04/12/15 03:50:40 PM,0.10510,28.830,10.510
16438,04/12/15 03:50:41 PM,0.09689,28.830,9.689
16439,04/12/15 03:50:42 PM,0.09751,28.830,9.751
16440,04/12/15 03:50:43 PM,0.09182,28.830,9.182
16441,04/12/15 03:50:44 PM,0.09102,28.830,9.102
16442,04/12/15 03:50:45 PM,0.09087,28.830,9.087
16443,04/12/15 03:50:46 PM,0.09045,28.830,9.045
16444,04/12/15 03:50:47 PM,0.09163,28.830,9.163
16445,04/12/15 03:50:48 PM,0.09041,28.830,9.041
16446,04/12/15 03:50:49 PM,0.09041,28.830,9.041
16447,04/12/15 03:50:50 PM,0.09190,28.830,9.190
16448,04/12/15 03:50:51 PM,0.09178,28.829,9.178
16449,04/12/15 03:50:52 PM,0.08995,28.829,8.995
16450,04/12/15 03:50:53 PM,0.08827,28.829,8.827
16451,04/12/15 03:50:54 PM,0.09289,28.829,9.289
16452,04/12/15 03:50:55 PM,0.09468,28.829,9.468
16453,04/12/15 03:50:56 PM,0.09495,28.829,9.495
16454,04/12/15 03:50:57 PM,0.09407,28.827,9.407
16455,04/12/15 03:50:58 PM,0.09419,28.827,9.419
16456,04/12/15 03:50:59 PM,0.09285,28.827,9.285
16457,04/12/15 03:51:00 PM,0.09285,28.825,9.285
16458,04/12/15 03:51:01 PM,0.09354,28.825,9.354
16459,04/12/15 03:51:02 PM,0.09091,28.824,9.091
16460,04/12/15 03:51:03 PM,0.09098,28.824,9.098
16461,04/12/15 03:51:04 PM,0.08980,28.822,8.980
16462,04/12/15 03:51:05 PM,0.08953,28.822,8.953
16463,04/12/15 03:51:06 PM,0.09033,28.821,9.033
16464,04/12/15 03:51:07 PM,0.09003,28.821,9.003
16465,04/12/15 03:51:08 PM,0.08995,28.819,8.995
16466,04/12/15 03:51:09 PM,0.08984,28.818,8.984
16467,04/12/15 03:51:10 PM,0.08888,28.818,8.888
16468,04/12/15 03:51:11 PM,0.08946,28.816,8.946
16469,04/12/15 03:51:12 PM,0.08862,28.815,8.862
16470,04/12/15 03:51:13 PM,0.08824,28.813,8.824
16471,04/12/15 03:51:14 PM,0.08778,28.812,8.778
16472,04/12/15 03:51:15 PM,0.08801,28.812,8.801
16473,04/12/15 03:51:16 PM,0.08724,28.810,8.724
16474,04/12/15 03:51:17 PM,0.08717,28.808,8.717
16475,04/12/15 03:51:18 PM,0.08331,28.807,8.331
16476,04/12/15 03:51:19 PM,0.08331,28.804,8.331
16477,04/12/15 03:51:20 PM,0.08167,28.802,8.167
16478,04/12/15 03:51:21 PM,0.08480,28.801,8.480
16479,04/12/15 03:51:22 PM,0.08148,28.799,8.148
16480,04/12/15 03:51:23 PM,0.08122,28.798,8.122
16481,04/12/15 03:51:24 PM,0.08095,28.796,8.095
16482,04/12/15 03:51:25 PM,0.08076,28.793,8.076
16483,04/12/15 03:51:26 PM,0.08068,28.791,8.068
16484,04/12/15 03:51:27 PM,0.08030,28.790,8.030
16485,04/12/15 03:51:28 PM,0.08015,28.788,8.015
16486,04/12/15 03:51:29 PM,0.07992,28.785,7.992
16487,04/12/15 03:51:30 PM,0.07965,28.784,7.965
16488,04/12/15 03:51:31 PM,0.07965,28.782,7.965
16489,04/12/15 03:51:32 PM,0.07946,28.779,7.946
16490,04/12/15 03:51:33 PM,0.07935,28.777,7.935
16491,04/12/15 03:51:34 PM,0.07900,28.774,7.900
16492,04/12/15 03:51:35 PM,0.07874,28.773,7.874
16493,04/12/15 03:51:36 PM,0.07866,28.770,7.866
16494,04/12/15 03:51:37 PM,0.07847,28.766,7.847
16495,04/12/15 03:51:38 PM,0.07824,28.765,7.824
16496,04/12/15 03:51:39 PM,0.07820,28.762,7.820
16497,04/12/15 03:51:40 PM,0.07786,28.759,7.786
16498,04/12/15 03:51:41 PM,0.07782,28.756,7.782
16499,04/12/15 03:51:42 PM,0.07763,28.752,7.763
16500,04/12/15 03:51:43 PM,0.07721,28.749,7.721
16501,04/12/15 03:51:44 PM,0.07721,28.748,7.721
16502,04/12/15 03:51:45 PM,0.07706,28.745,7.706
16503,04/12/15 03:51:46 PM,0.07664,28.742,7.664
16504,04/12/15 03:51:47 PM,0.07668,28.738,7.668
16505,04/12/15 03:51:48 PM,0.07668,28.735,7.668
16506,04/12/15 03:51:49 PM,0.07630,28.732,7.630
16507,04/12/15 03:51:50 PM,0.07607,28.729,7.607
16508,04/12/15 03:51:51 PM,0.07610,28.726,7.610
16509,04/12/15 03:51:52 PM,0.07588,28.723,7.588
16510,04/12/15 03:51:53 PM,0.07568,28.720,7.568
16511,04/12/15 03:51:54 PM,0.07542,28.715,7.542
16512,04/12/15 03:51:55 PM,0.07523,28.712,7.523
16513,04/12/15 03:51:56 PM,0.07507,28.709,7.507
16514,04/12/15 03:51:57 PM,0.07496,28.706,7.496
16515,04/12/15 03:51:58 PM,0.07477,28.703,7.477
16516,04/12/15 03:51:59 PM,0.07469,28.698,7.469
16517,04/12/15 03:52:00 PM,0.07450,28.695,7.450
16518,04/12/15 03:52:01 PM,0.07439,28.692,7.439
16519,04/12/15 03:52:02 PM,0.07427,28.687,7.427
16520,04/12/15 03:52:03 PM,0.07401,28.684,7.401
16521,04/12/15 03:52:04 PM,0.07385,28.679,7.385
16522,04/12/15 03:52:05 PM,0.07374,28.676,7.374
16523,04/12/15 03:52:06 PM,0.07366,28.672,7.366
16524,04/12/15 03:52:07 PM,0.07359,28.667,7.359
16525,04/12/15 03:52:08 PM,0.07347,28.664,7.347
16526,04/12/15 03:52:09 PM,0.07343,28.659,7.343
16527,04/12/15 03:52:10 PM,0.07324,28.655,7.324
16528,04/12/15 03:52:11 PM,0.07298,28.650,7.298
16529,04/12/15 03:52:12 PM,0.07298,28.645,7.298
16530,04/12/15 03:52:13 PM,0.07275,28.642,7.275
16531,04/12/15 03:52:14 PM,0.07259,28.638,7.259
16532,04/12/15 03:52:15 PM,0.07252,28.633,7.252
16533,04/12/15 03:52:16 PM,0.07221,28.628,7.221
16534,04/12/15 03:52:17 PM,0.07206,28.624,7.206
16535,04/12/15 03:52:18 PM,0.07191,28.619,7.191
16536,04/12/15 03:52:19 PM,0.07172,28.614,7.172
16537,04/12/15 03:52:20 PM,0.07176,28.610,7.176
16538,04/12/15 03:52:21 PM,0.07172,28.605,7.172
16539,04/12/15 03:52:22 PM,0.07172,28.600,7.172
16540,04/12/15 03:52:23 PM,0.07160,28.596,7.160
16541,04/12/15 03:52:24 PM,0.07141,28.591,7.141
16542,04/12/15 03:52:25 PM,0.07130,28.586,7.130
16543,04/12/15 03:52:26 PM,0.07111,28.582,7.111
16544,04/12/15 03:52:27 PM,0.07103,28.577,7.103
16545,04/12/15 03:52:28 PM,0.07069,28.572,7.069
16546,04/12/15 03:52:29 PM,0.07080,28.568,7.080
16547,04/12/15 03:52:30 PM,0.07073,28.563,7.073
16548,04/12/15 03:52:31 PM,0.07080,28.557,7.080
16549,04/12/15 03:52:32 PM,0.07057,28.552,7.057
16550,04/12/15 03:52:33 PM,0.07042,28.548,7.042
16551,04/12/15 03:52:34 PM,0.07042,28.543,7.042
16552,04/12/15 03:52:35 PM,0.07000,28.538,7.000
16553,04/12/15 03:52:36 PM,0.07008,28.532,7.008
16554,04/12/15 03:52:37 PM,0.06996,28.527,6.996
16555,04/12/15 03:52:38 PM,0.06970,28.523,6.970
16556,04/12/15 03:52:39 PM,0.06958,28.518,6.958
16557,04/12/15 03:52:40 PM,0.06943,28.513,6.943
16558,04/12/15 03:52:41 PM,0.06950,28.507,6.950
16559,04/12/15 03:52:42 PM,0.06931,28.503,6.931
16560,04/12/15 03:52:43 PM,0.06924,28.496,6.924
16561,04/12/15 03:52:44 PM,0.06893,28.492,6.893
16562,04/12/15 03:52:45 PM,0.06901,28.486,6.901
16563,04/12/15 03:52:46 PM,0.06878,28.479,6.878
16564,04/12/15 03:52:47 PM,0.06870,28.473,6.870
16565,04/12/15 03:52:48 PM,0.06859,28.467,6.859
16566,04/12/15 03:52:49 PM,0.06867,28.461,6.867
16567,04/12/15 03:52:50 PM,0.06859,28.455,6.859
16568,04/12/15 03:52:51 PM,0.06840,28.448,6.840
16569,04/12/15 03:52:52 PM,0.06809,28.442,6.809
16570,04/12/15 03:52:53 PM,0.06825,28.436,6.825
16571,04/12/15 03:52:54 PM,0.06821,28.428,6.821
16572,04/12/15 03:52:55 PM,0.06817,28.422,6.817
16573,04/12/15 03:52:56 PM,0.06798,28.416,6.798
16574,04/12/15 03:52:57 PM,0.06798,28.410,6.798
16575,04/12/15 03:52:58 PM,0.06794,28.403,6.794
16576,04/12/15 03:52:59 PM,0.06794,28.397,6.794
16577,04/12/15 03:53:00 PM,0.06786,28.391,6.786
16578,04/12/15 03:53:01 PM,0.06790,28.385,6.790
16579,04/12/15 03:53:02 PM,0.06783,28.377,6.783
16580,04/12/15 03:53:03 PM,0.06771,28.371,6.771
16581,04/12/15 03:53:04 PM,0.06764,28.365,6.764
16582,04/12/15 03:53:05 PM,0.06748,28.359,6.748
16583,04/12/15 03:53:06 PM,0.06725,28.352,6.725
16584,04/12/15 03:53:07 PM,0.06725,28.346,6.725
16585,04/12/15 03:53:08 PM,0.06718,28.338,6.718
16586,04/12/15 03:53:09 PM,0.06706,28.332,6.706
16587,04/12/15 03:53:10 PM,0.06695,28.326,6.695
16588,04/12/15 03:53:11 PM,0.06687,28.320,6.687
16589,04/12/15 03:53:12 PM,0.06672,28.314,6.672
16590,04/12/15 03:53:13 PM,0.06676,28.306,6.676
16591,04/12/15 03:53:14 PM,0.06664,28.300,6.664
16592,04/12/15 03:53:15 PM,0.06645,28.294,6.645
16593,04/12/15 03:53:16 PM,0.06638,28.287,6.638
16594,04/12/15 03:53:17 PM,0.06634,28.280,6.634
16595,04/12/15 03:53:18 PM,0.06611,28.273,6.611
16596,04/12/15 03:53:19 PM,0.06596,28.267,6.596
16597,04/12/15 03:53:20 PM,0.06558,28.261,6.558
16598,04/12/15 03:53:21 PM,0.06546,28.255,6.546
16599,04/12/15 03:53:22 PM,0.06546,28.249,6.546
16600,04/12/15 03:53:23 PM,0.06561,28.241,6.561
16601,04/12/15 03:53:24 PM,0.06550,28.235,6.550
16602,04/12/15 03:53:25 PM,0.06519,28.229,6.519
16603,04/12/15 03:53:26 PM,0.06500,28.222,6.500
16604,04/12/15 03:53:27 PM,0.06489,28.216,6.489
16605,04/12/15 03:53:28 PM,0.06508,28.210,6.508
16606,04/12/15 03:53:29 PM,0.06516,28.204,6.516
16607,04/12/15 03:53:30 PM,0.06542,28.198,6.542
