,drxPM1,drxPM10,drxPM2.5,drxPM4,drxTPM
2015-04-12 14:40:25,17.5,17.6,17.5,17.6,17.6
2015-04-12 14:40:26,12.5,12.5,12.5,12.5,12.5
2015-04-12 14:40:27,8.2,8.22,8.21,8.21,8.22
2015-04-12 14:40:28,8.85,8.86,8.85,8.86,8.86
2015-04-12 14:40:29,10.4,10.5,10.4,10.4,10.5
2015-04-12 14:40:30,9.67,9.68,9.67,9.67,9.68
2015-04-12 14:40:31,9.36,9.37,9.37,9.37,9.37
2015-04-12 14:40:32,9.34,9.35,9.34,9.34,9.35
2015-04-12 14:40:33,7.91,7.91,7.91,7.91,7.91
2015-04-12 14:40:34,5.94,5.95,5.94,5.95,5.95
2015-04-12 14:40:35,4.18,4.18,4.18,4.18,4.18
2015-04-12 14:40:36,3.42,3.42,3.42,3.42,3.42
2015-04-12 14:40:37,2.62,2.62,2.62,2.62,2.62
2015-04-12 14:40:38,1.69,1.69,1.69,1.69,1.69
2015-04-12 14:40:39,1.41,1.41,1.41,1.41,1.41
2015-04-12 14:40:40,1.37,1.38,1.37,1.37,1.38
2015-04-12 14:40:41,1.08,1.09,1.08,1.08,1.09
2015-04-12 14:40:42,0.613,0.615,0.613,0.613,0.615
2015-04-12 14:40:43,0.321,0.321,0.321,0.321,0.321
2015-04-12 14:40:44,0.19,0.19,0.19,0.19,0.19
2015-04-12 14:40:45,0.135,0.135,0.135,0.135,0.135
2015-04-12 14:40:46,0.09,0.092,0.09,0.09,0.092
2015-04-12 14:40:47,0.064,0.065,0.064,0.064,0.065
2015-04-12 14:40:48,0.053,0.053,0.053,0.053,0.053
2015-04-12 14:40:49,0.125,0.125,0.125,0.125,0.125
2015-04-12 14:40:50,0.417,0.417,0.417,0.417,0.417
2015-04-12 14:40:51,1.33,1.33,1.33,1.33,1.33
2015-04-12 14:40:52,3.52,3.52,3.52,3.52,3.52
2015-04-12 14:40:53,6.39,6.39,6.39,6.39,6.39
2015-04-12 14:40:54,7.45,7.45,7.45,7.45,7.45
2015-04-12 14:40:55,8.75,8.76,8.75,8.76,8.76
2015-04-12 14:40:56,8.71,8.71,8.71,8.71,8.71
2015-04-12 14:40:57,5.71,5.71,5.71,5.71,5.71
2015-04-12 14:40:58,3.69,3.69,3.69,3.69,3.69
2015-04-12 14:40:59,3.04,3.04,3.04,3.04,3.04
2015-04-12 14:41:00,3.08,3.08,3.08,3.08,3.08
2015-04-12 14:41:01,3.05,3.05,3.05,3.05,3.05
2015-04-12 14:41:02,2.48,2.48,2.48,2.48,2.48
2015-04-12 14:41:03,2.82,2.82,2.82,2.82,2.82
2015-04-12 14:41:04,7.41,7.41,7.41,7.41,7.41
2015-04-12 14:41:05,13.3,13.3,13.3,13.3,13.3
2015-04-12 14:41:06,13.4,13.4,13.4,13.4,13.4
2015-04-12 14:41:07,11.2,11.2,11.2,11.2,11.2
2015-04-12 14:41:08,10.9,10.9,10.9,10.9,10.9
2015-04-12 14:41:09,11.8,11.8,11.8,11.8,11.8
2015-04-12 14:41:10,11.4,11.4,11.4,11.4,11.4
2015-04-12 14:41:11,10.2,10.2,10.2,10.2,10.2
2015-04-12 14:41:12,12.3,12.3,12.3,12.3,12.3
2015-04-12 14:41:13,15.0,15.0,15.0,15.0,15.0
2015-04-12 14:41:14,12.8,12.8,12.8,12.8,12.8
2015-04-12 14:41:15,10.5,10.5,10.5,10.5,10.5
2015-04-12 14:41:16,7.52,7.52,7.52,7.52,7.52
2015-04-12 14:41:17,6.21,6.21,6.21,6.21,6.21
2015-04-12 14:41:18,9.93,9.94,9.93,9.94,9.94
2015-04-12 14:41:19,13.7,13.7,13.7,13.7,13.7
2015-04-12 14:41:20,10.8,10.8,10.8,10.8,10.8
2015-04-12 14:41:21,8.98,8.99,8.98,8.99,8.99
2015-04-12 14:41:22,7.51,7.52,7.51,7.52,7.52
2015-04-12 14:41:23,5.31,5.31,5.31,5.31,5.31
2015-04-12 14:41:24,3.0,3.0,3.0,3.0,3.0
2015-04-12 14:41:25,2.49,2.49,2.49,2.49,2.49
2015-04-12 14:41:26,3.2,3.2,3.2,3.2,3.2
2015-04-12 14:41:27,3.96,3.96,3.96,3.96,3.96
2015-04-12 14:41:28,6.11,6.11,6.11,6.11,6.11
2015-04-12 14:41:29,8.86,8.86,8.86,8.86,8.86
2015-04-12 14:41:30,8.36,8.36,8.36,8.36,8.36
2015-04-12 14:41:31,5.59,5.59,5.59,5.59,5.59
2015-04-12 14:41:32,3.87,3.87,3.87,3.87,3.87
2015-04-12 14:41:33,2.86,2.86,2.86,2.86,2.86
2015-04-12 14:41:34,2.24,2.24,2.24,2.24,2.24
2015-04-12 14:41:35,2.39,2.39,2.39,2.39,2.39
2015-04-12 14:41:36,2.65,2.65,2.65,2.65,2.65
2015-04-12 14:41:37,1.92,1.92,1.92,1.92,1.92
2015-04-12 14:41:38,0.884,0.884,0.884,0.884,0.884
2015-04-12 14:41:39,0.503,0.503,0.503,0.503,0.503
2015-04-12 14:41:40,0.513,0.514,0.513,0.514,0.514
2015-04-12 14:41:41,0.611,0.612,0.611,0.611,0.612
2015-04-12 14:41:42,0.844,0.846,0.844,0.844,0.846
2015-04-12 14:41:43,1.72,1.72,1.72,1.72,1.72
2015-04-12 14:41:44,4.35,4.35,4.35,4.35,4.35
2015-04-12 14:41:45,8.62,8.62,8.62,8.62,8.62
2015-04-12 14:41:46,13.9,13.9,13.9,13.9,13.9
2015-04-12 14:41:47,14.9,15.0,14.9,14.9,15.0
2015-04-12 14:41:48,10.7,10.7,10.7,10.7,10.7
2015-04-12 14:41:49,7.86,7.88,7.87,7.87,7.88
2015-04-12 14:41:50,6.3,6.31,6.3,6.3,6.31
2015-04-12 14:41:51,5.39,5.4,5.4,5.4,5.4
2015-04-12 14:41:52,4.55,4.56,4.55,4.56,4.56
2015-04-12 14:41:53,3.76,3.76,3.76,3.76,3.76
2015-04-12 14:41:54,3.3,3.3,3.3,3.3,3.3
2015-04-12 14:41:55,3.12,3.13,3.12,3.12,3.13
2015-04-12 14:41:56,3.15,3.15,3.15,3.15,3.15
2015-04-12 14:41:57,3.49,3.49,3.49,3.49,3.49
2015-04-12 14:41:58,6.11,6.11,6.11,6.11,6.11
2015-04-12 14:41:59,9.28,9.29,9.28,9.28,9.29
2015-04-12 14:42:00,7.57,7.57,7.57,7.57,7.57
2015-04-12 14:42:01,5.03,5.03,5.03,5.03,5.03
2015-04-12 14:42:02,3.52,3.52,3.52,3.52,3.52
2015-04-12 14:42:03,3.02,3.02,3.02,3.02,3.02
2015-04-12 14:42:04,4.44,4.44,4.44,4.44,4.44
2015-04-12 14:42:05,7.43,7.43,7.43,7.43,7.43
2015-04-12 14:42:06,7.41,7.41,7.41,7.41,7.41
2015-04-12 14:42:07,4.6,4.61,4.61,4.61,4.61
2015-04-12 14:42:08,2.55,2.55,2.55,2.55,2.55
2015-04-12 14:42:09,1.23,1.23,1.23,1.23,1.23
2015-04-12 14:42:10,0.623,0.623,0.623,0.623,0.623
2015-04-12 14:42:11,0.699,0.699,0.699,0.699,0.699
2015-04-12 14:42:12,2.21,2.22,2.21,2.21,2.22
2015-04-12 14:42:13,5.77,5.78,5.77,5.77,5.78
2015-04-12 14:42:14,7.99,8.0,7.99,7.99,8.0
2015-04-12 14:42:15,7.31,7.32,7.31,7.32,7.32
2015-04-12 14:42:16,5.81,5.81,5.81,5.81,5.81
2015-04-12 14:42:17,4.25,4.26,4.26,4.26,4.26
2015-04-12 14:42:18,3.31,3.31,3.31,3.31,3.31
2015-04-12 14:42:19,3.15,3.15,3.15,3.15,3.15
2015-04-12 14:42:20,5.16,5.16,5.16,5.16,5.16
2015-04-12 14:42:21,7.86,7.86,7.86,7.86,7.86
2015-04-12 14:42:22,5.49,5.49,5.49,5.49,5.49
2015-04-12 14:42:23,3.12,3.13,3.13,3.13,3.13
2015-04-12 14:42:24,3.21,3.21,3.21,3.21,3.21
2015-04-12 14:42:25,2.82,2.82,2.82,2.82,2.82
2015-04-12 14:42:26,1.5,1.5,1.5,1.5,1.5
2015-04-12 14:42:27,0.721,0.721,0.721,0.721,0.721
2015-04-12 14:42:28,0.459,0.459,0.459,0.459,0.459
2015-04-12 14:42:29,0.34,0.34,0.34,0.34,0.34
2015-04-12 14:42:30,0.885,0.885,0.885,0.885,0.885
2015-04-12 14:42:31,2.15,2.15,2.15,2.15,2.15
2015-04-12 14:42:32,3.38,3.38,3.38,3.38,3.38
2015-04-12 14:42:33,5.03,5.03,5.03,5.03,5.03
2015-04-12 14:42:34,8.27,8.27,8.27,8.27,8.27
2015-04-12 14:42:35,11.4,11.4,11.4,11.4,11.4
2015-04-12 14:42:36,13.7,13.7,13.7,13.7,13.7
2015-04-12 14:42:37,19.4,19.4,19.4,19.4,19.4
2015-04-12 14:42:38,17.9,17.9,17.9,17.9,17.9
2015-04-12 14:42:39,12.0,12.0,12.0,12.0,12.0
2015-04-12 14:42:40,7.58,7.58,7.58,7.58,7.58
2015-04-12 14:42:41,5.6,5.6,5.6,5.6,5.6
2015-04-12 14:42:42,4.37,4.37,4.37,4.37,4.37
2015-04-12 14:42:43,3.28,3.28,3.28,3.28,3.28
2015-04-12 14:42:44,2.52,2.52,2.52,2.52,2.52
2015-04-12 14:42:45,2.35,2.35,2.35,2.35,2.35
2015-04-12 14:42:46,4.39,4.39,4.39,4.39,4.39
2015-04-12 14:42:47,7.9,7.9,7.9,7.9,7.9
2015-04-12 14:42:48,6.99,7.0,7.0,7.0,7.0
2015-04-12 14:42:49,4.29,4.3,4.3,4.3,4.3
2015-04-12 14:42:50,2.31,2.31,2.31,2.31,2.31
2015-04-12 14:42:51,1.31,1.31,1.31,1.31,1.31
2015-04-12 14:42:52,0.695,0.695,0.695,0.695,0.695
2015-04-12 14:42:53,0.403,0.403,0.403,0.403,0.403
2015-04-12 14:42:54,0.26,0.26,0.26,0.26,0.26
2015-04-12 14:42:55,0.177,0.177,0.177,0.177,0.177
2015-04-12 14:42:56,0.122,0.122,0.122,0.122,0.122
2015-04-12 14:42:57,0.09,0.09,0.09,0.09,0.09
2015-04-12 14:42:58,0.082,0.086,0.082,0.082,0.086
2015-04-12 14:42:59,0.172,0.174,0.172,0.172,0.174
2015-04-12 14:43:00,0.373,0.373,0.373,0.373,0.373
2015-04-12 14:43:01,0.588,0.588,0.588,0.588,0.588
2015-04-12 14:43:02,0.715,0.715,0.715,0.715,0.715
2015-04-12 14:43:03,0.725,0.725,0.725,0.725,0.725
2015-04-12 14:43:04,0.636,0.636,0.636,0.636,0.636
2015-04-12 14:43:05,0.489,0.489,0.489,0.489,0.489
2015-04-12 14:43:06,0.353,0.353,0.353,0.353,0.353
2015-04-12 14:43:07,0.243,0.243,0.243,0.243,0.243
2015-04-12 14:43:08,0.162,0.162,0.162,0.162,0.162
2015-04-12 14:43:09,0.111,0.111,0.111,0.111,0.111
2015-04-12 14:43:10,0.079,0.079,0.079,0.079,0.079
2015-04-12 14:43:11,0.053,0.053,0.053,0.053,0.053
2015-04-12 14:43:12,0.037,0.037,0.037,0.037,0.037
2015-04-12 14:43:13,0.028,0.028,0.028,0.028,0.028
2015-04-12 14:43:14,0.022,0.022,0.022,0.022,0.022
2015-04-12 14:43:15,0.018,0.018,0.018,0.018,0.018
2015-04-12 14:43:16,0.014,0.014,0.014,0.014,0.014
2015-04-12 14:43:17,0.012,0.012,0.012,0.012,0.012
2015-04-12 14:43:18,0.012,0.012,0.012,0.012,0.012
2015-04-12 14:43:19,0.011,0.011,0.011,0.011,0.011
2015-04-12 14:43:20,0.011,0.011,0.011,0.011,0.011
2015-04-12 14:43:21,0.018,0.018,0.018,0.018,0.018
2015-04-12 14:43:22,0.231,0.231,0.231,0.231,0.231
2015-04-12 14:43:23,1.03,1.03,1.03,1.03,1.03
2015-04-12 14:43:24,1.89,1.89,1.89,1.89,1.89
2015-04-12 14:43:25,2.1,2.1,2.1,2.1,2.1
2015-04-12 14:43:26,2.0,2.0,2.0,2.0,2.0
2015-04-12 14:43:27,1.75,1.75,1.75,1.75,1.75
2015-04-12 14:43:28,1.39,1.39,1.39,1.39,1.39
2015-04-12 14:43:29,1.01,1.01,1.01,1.01,1.01
2015-04-12 14:43:30,0.733,0.733,0.733,0.733,0.733
2015-04-12 14:43:31,0.548,0.549,0.549,0.549,0.549
2015-04-12 14:43:32,0.409,0.41,0.409,0.41,0.41
2015-04-12 14:43:33,0.301,0.301,0.301,0.301,0.301
2015-04-12 14:43:34,0.204,0.204,0.204,0.204,0.204
2015-04-12 14:43:35,0.139,0.139,0.139,0.139,0.139
2015-04-12 14:43:36,0.328,0.329,0.328,0.329,0.329
2015-04-12 14:43:37,1.33,1.33,1.33,1.33,1.33
2015-04-12 14:43:38,2.75,2.75,2.75,2.75,2.75
2015-04-12 14:43:39,3.6,3.6,3.6,3.6,3.6
2015-04-12 14:43:40,3.66,3.66,3.66,3.66,3.66
2015-04-12 14:43:41,3.18,3.18,3.18,3.18,3.18
2015-04-12 14:43:42,2.4,2.4,2.4,2.4,2.4
2015-04-12 14:43:43,1.75,1.75,1.75,1.75,1.75
2015-04-12 14:43:44,1.16,1.16,1.16,1.16,1.16
2015-04-12 14:43:45,0.698,0.699,0.698,0.698,0.699
2015-04-12 14:43:46,0.429,0.429,0.429,0.429,0.429
2015-04-12 14:43:47,0.302,0.302,0.302,0.302,0.302
2015-04-12 14:43:48,0.518,0.518,0.518,0.518,0.518
2015-04-12 14:43:49,1.38,1.38,1.38,1.38,1.38
2015-04-12 14:43:50,2.27,2.27,2.27,2.27,2.27
2015-04-12 14:43:51,2.6,2.6,2.6,2.6,2.6
2015-04-12 14:43:52,2.24,2.24,2.24,2.24,2.24
2015-04-12 14:43:53,1.86,1.86,1.86,1.86,1.86
2015-04-12 14:43:54,1.62,1.62,1.62,1.62,1.62
2015-04-12 14:43:55,1.21,1.21,1.21,1.21,1.21
2015-04-12 14:43:56,0.889,0.89,0.889,0.89,0.89
2015-04-12 14:43:57,0.735,0.735,0.735,0.735,0.735
2015-04-12 14:43:58,1.53,1.53,1.53,1.53,1.53
2015-04-12 14:43:59,3.97,3.97,3.97,3.97,3.97
2015-04-12 14:44:00,8.6,8.6,8.6,8.6,8.6
2015-04-12 14:44:01,13.6,13.6,13.6,13.6,13.6
2015-04-12 14:44:02,15.0,15.0,15.0,15.0,15.0
2015-04-12 14:44:03,13.9,13.9,13.9,13.9,13.9
2015-04-12 14:44:04,12.3,12.3,12.3,12.3,12.3
2015-04-12 14:44:05,7.52,7.52,7.52,7.52,7.52
2015-04-12 14:44:06,3.72,3.72,3.72,3.72,3.72
2015-04-12 14:44:07,2.27,2.27,2.27,2.27,2.27
2015-04-12 14:44:08,1.46,1.46,1.46,1.46,1.46
2015-04-12 14:44:09,1.43,1.43,1.43,1.43,1.43
2015-04-12 14:44:10,3.13,3.13,3.13,3.13,3.13
2015-04-12 14:44:11,5.88,5.88,5.88,5.88,5.88
2015-04-12 14:44:12,7.96,7.96,7.96,7.96,7.96
2015-04-12 14:44:13,9.61,9.61,9.61,9.61,9.61
2015-04-12 14:44:14,9.49,9.49,9.49,9.49,9.49
2015-04-12 14:44:15,10.9,10.9,10.9,10.9,10.9
2015-04-12 14:44:16,14.7,14.7,14.7,14.7,14.7
2015-04-12 14:44:17,15.5,15.5,15.5,15.5,15.5
2015-04-12 14:44:18,9.99,10.0,9.99,10.0,10.0
2015-04-12 14:44:19,5.88,5.88,5.88,5.88,5.88
2015-04-12 14:44:20,4.09,4.09,4.09,4.09,4.09
2015-04-12 14:44:21,3.29,3.29,3.29,3.29,3.29
2015-04-12 14:44:22,3.01,3.01,3.01,3.01,3.01
2015-04-12 14:44:23,3.52,3.52,3.52,3.52,3.52
2015-04-12 14:44:24,5.63,5.63,5.63,5.63,5.63
2015-04-12 14:44:25,8.25,8.25,8.25,8.25,8.25
2015-04-12 14:44:26,10.1,10.1,10.1,10.1,10.1
2015-04-12 14:44:27,8.46,8.46,8.46,8.46,8.46
2015-04-12 14:44:28,4.92,4.92,4.92,4.92,4.92
2015-04-12 14:44:29,2.8,2.8,2.8,2.8,2.8
2015-04-12 14:44:30,1.97,1.97,1.97,1.97,1.97
2015-04-12 14:44:31,1.85,1.85,1.85,1.85,1.85
2015-04-12 14:44:32,2.0,2.0,2.0,2.0,2.0
2015-04-12 14:44:33,2.88,2.88,2.88,2.88,2.88
2015-04-12 14:44:34,3.94,3.94,3.94,3.94,3.94
2015-04-12 14:44:35,3.88,3.88,3.88,3.88,3.88
2015-04-12 14:44:36,3.39,3.39,3.39,3.39,3.39
2015-04-12 14:44:37,2.56,2.56,2.56,2.56,2.56
2015-04-12 14:44:38,1.35,1.35,1.35,1.35,1.35
2015-04-12 14:44:39,0.79,0.795,0.79,0.791,0.795
2015-04-12 14:44:40,0.649,0.651,0.649,0.649,0.651
2015-04-12 14:44:41,0.755,0.755,0.755,0.755,0.755
2015-04-12 14:44:42,1.14,1.14,1.14,1.14,1.14
2015-04-12 14:44:43,1.85,1.85,1.85,1.85,1.85
2015-04-12 14:44:44,3.38,3.38,3.38,3.38,3.38
2015-04-12 14:44:45,5.12,5.12,5.12,5.12,5.12
2015-04-12 14:44:46,6.89,6.89,6.89,6.89,6.89
2015-04-12 14:44:47,7.8,7.8,7.8,7.8,7.8
2015-04-12 14:44:48,5.43,5.43,5.43,5.43,5.43
2015-04-12 14:44:49,3.57,3.57,3.57,3.57,3.57
2015-04-12 14:44:50,2.52,2.52,2.52,2.52,2.52
2015-04-12 14:44:51,2.13,2.13,2.13,2.13,2.13
2015-04-12 14:44:52,2.0,2.0,2.0,2.0,2.0
2015-04-12 14:44:53,2.15,2.15,2.15,2.15,2.15
2015-04-12 14:44:54,2.12,2.12,2.12,2.12,2.12
2015-04-12 14:44:55,2.32,2.32,2.32,2.32,2.32
2015-04-12 14:44:56,2.34,2.34,2.34,2.34,2.34
2015-04-12 14:44:57,2.09,2.1,2.09,2.09,2.1
2015-04-12 14:44:58,6.22,6.22,6.22,6.22,6.22
2015-04-12 14:44:59,14.2,14.2,14.2,14.2,14.2
2015-04-12 14:45:00,15.5,15.5,15.5,15.5,15.5
2015-04-12 14:45:01,13.0,13.0,13.0,13.0,13.0
2015-04-12 14:45:02,9.58,9.58,9.58,9.58,9.58
2015-04-12 14:45:03,6.58,6.58,6.58,6.58,6.58
2015-04-12 14:45:04,4.2,4.2,4.2,4.2,4.2
2015-04-12 14:45:05,3.16,3.16,3.16,3.16,3.16
2015-04-12 14:45:06,2.81,2.81,2.81,2.81,2.81
2015-04-12 14:45:07,2.62,2.62,2.62,2.62,2.62
2015-04-12 14:45:08,2.26,2.26,2.26,2.26,2.26
2015-04-12 14:45:09,1.86,1.86,1.86,1.86,1.86
2015-04-12 14:45:10,1.45,1.45,1.45,1.45,1.45
2015-04-12 14:45:11,1.11,1.11,1.11,1.11,1.11
2015-04-12 14:45:12,0.783,0.783,0.783,0.783,0.783
2015-04-12 14:45:13,0.541,0.541,0.541,0.541,0.541
2015-04-12 14:45:14,0.379,0.379,0.379,0.379,0.379
2015-04-12 14:45:15,0.276,0.276,0.276,0.276,0.276
2015-04-12 14:45:16,0.212,0.212,0.212,0.212,0.212
2015-04-12 14:45:17,0.147,0.147,0.147,0.147,0.147
2015-04-12 14:45:18,0.104,0.104,0.104,0.104,0.104
2015-04-12 14:45:19,0.08,0.08,0.08,0.08,0.08
2015-04-12 14:45:20,0.06,0.06,0.06,0.06,0.06
2015-04-12 14:45:21,0.051,0.051,0.051,0.051,0.051
2015-04-12 14:45:22,0.04,0.04,0.04,0.04,0.04
2015-04-12 14:45:23,0.037,0.037,0.037,0.037,0.037
2015-04-12 14:45:24,0.077,0.077,0.077,0.077,0.077
2015-04-12 14:45:25,2.53,2.53,2.53,2.53,2.53
2015-04-12 14:45:26,7.69,7.69,7.69,7.69,7.69
2015-04-12 14:45:27,12.0,12.0,12.0,12.0,12.0
2015-04-12 14:45:28,13.2,13.2,13.2,13.2,13.2
2015-04-12 14:45:29,13.9,13.9,13.9,13.9,13.9
2015-04-12 14:45:30,14.6,14.6,14.6,14.6,14.6
2015-04-12 14:45:31,13.4,13.4,13.4,13.4,13.4
2015-04-12 14:45:32,13.3,13.3,13.3,13.3,13.3
2015-04-12 14:45:33,10.1,10.1,10.1,10.1,10.1
2015-04-12 14:45:34,6.06,6.07,6.06,6.06,6.07
2015-04-12 14:45:35,3.73,3.73,3.73,3.73,3.73
2015-04-12 14:45:36,3.0,3.0,3.0,3.0,3.0
2015-04-12 14:45:37,2.34,2.35,2.34,2.34,2.35
2015-04-12 14:45:38,1.9,1.91,1.9,1.91,1.91
2015-04-12 14:45:39,2.55,2.55,2.55,2.55,2.55
2015-04-12 14:45:40,3.17,3.17,3.17,3.17,3.17
2015-04-12 14:45:41,2.7,2.7,2.7,2.7,2.7
2015-04-12 14:45:42,2.46,2.46,2.46,2.46,2.46
2015-04-12 14:45:43,3.66,3.66,3.66,3.66,3.66
2015-04-12 14:45:44,5.67,5.67,5.67,5.67,5.67
2015-04-12 14:45:45,6.31,6.31,6.31,6.31,6.31
2015-04-12 14:45:46,6.21,6.21,6.21,6.21,6.21
2015-04-12 14:45:47,6.89,6.9,6.89,6.89,6.9
2015-04-12 14:45:48,9.69,9.69,9.69,9.69,9.69
2015-04-12 14:45:49,14.0,14.0,14.0,14.0,14.0
2015-04-12 14:45:50,15.1,15.1,15.1,15.1,15.1
2015-04-12 14:45:51,14.0,14.1,14.0,14.1,14.1
2015-04-12 14:45:52,10.8,10.8,10.8,10.8,10.8
2015-04-12 14:45:53,7.23,7.24,7.23,7.23,7.24
2015-04-12 14:45:54,5.02,5.03,5.02,5.03,5.03
2015-04-12 14:45:55,3.55,3.56,3.55,3.55,3.56
2015-04-12 14:45:56,3.73,3.74,3.74,3.74,3.74
2015-04-12 14:45:57,5.87,5.88,5.87,5.87,5.88
2015-04-12 14:45:58,6.89,6.9,6.89,6.89,6.9
2015-04-12 14:45:59,6.06,6.07,6.07,6.07,6.07
2015-04-12 14:46:00,5.96,5.96,5.96,5.96,5.96
2015-04-12 14:46:01,6.0,6.0,6.0,6.0,6.0
2015-04-12 14:46:02,4.71,4.71,4.71,4.71,4.71
2015-04-12 14:46:03,3.3,3.3,3.3,3.3,3.3
2015-04-12 14:46:04,2.62,2.62,2.62,2.62,2.62
2015-04-12 14:46:05,2.4,2.4,2.4,2.4,2.4
2015-04-12 14:46:06,2.16,2.16,2.16,2.16,2.16
2015-04-12 14:46:07,1.65,1.65,1.65,1.65,1.65
2015-04-12 14:46:08,0.948,0.948,0.948,0.948,0.948
2015-04-12 14:46:09,0.706,0.706,0.706,0.706,0.706
2015-04-12 14:46:10,0.673,0.674,0.673,0.673,0.674
2015-04-12 14:46:11,0.689,0.69,0.689,0.689,0.69
2015-04-12 14:46:12,1.35,1.35,1.35,1.35,1.35
2015-04-12 14:46:13,2.92,2.92,2.92,2.92,2.92
2015-04-12 14:46:14,4.85,4.85,4.85,4.85,4.85
2015-04-12 14:46:15,6.27,6.27,6.27,6.27,6.27
2015-04-12 14:46:16,5.84,5.84,5.84,5.84,5.84
2015-04-12 14:46:17,4.11,4.11,4.11,4.11,4.11
2015-04-12 14:46:18,2.95,2.95,2.95,2.95,2.95
2015-04-12 14:46:19,2.18,2.18,2.18,2.18,2.18
2015-04-12 14:46:20,2.06,2.06,2.06,2.06,2.06
2015-04-12 14:46:21,3.12,3.13,3.13,3.13,3.13
2015-04-12 14:46:22,3.91,3.91,3.91,3.91,3.91
2015-04-12 14:46:23,3.59,3.59,3.59,3.59,3.59
2015-04-12 14:46:24,3.18,3.18,3.18,3.18,3.18
2015-04-12 14:46:25,2.79,2.79,2.79,2.79,2.79
2015-04-12 14:46:26,2.5,2.5,2.5,2.5,2.5
2015-04-12 14:46:27,2.03,2.03,2.03,2.03,2.03
2015-04-12 14:46:28,1.32,1.32,1.32,1.32,1.32
2015-04-12 14:46:29,0.906,0.906,0.906,0.906,0.906
2015-04-12 14:46:30,0.59,0.59,0.59,0.59,0.59
2015-04-12 14:46:31,0.777,0.778,0.777,0.778,0.778
2015-04-12 14:46:32,1.18,1.18,1.18,1.18,1.18
2015-04-12 14:46:33,2.68,2.68,2.68,2.68,2.68
2015-04-12 14:46:34,6.02,6.02,6.02,6.02,6.02
2015-04-12 14:46:35,8.73,8.73,8.73,8.73,8.73
2015-04-12 14:46:36,9.04,9.05,9.05,9.05,9.05
2015-04-12 14:46:37,7.93,7.93,7.93,7.93,7.93
2015-04-12 14:46:38,9.52,9.52,9.52,9.52,9.52
2015-04-12 14:46:39,11.5,11.5,11.5,11.5,11.5
2015-04-12 14:46:40,9.0,9.0,9.0,9.0,9.0
2015-04-12 14:46:41,7.28,7.28,7.28,7.28,7.28
2015-04-12 14:46:42,6.94,6.94,6.94,6.94,6.94
2015-04-12 14:46:43,5.02,5.02,5.02,5.02,5.02
2015-04-12 14:46:44,2.89,2.89,2.89,2.89,2.89
2015-04-12 14:46:45,1.46,1.46,1.46,1.46,1.46
2015-04-12 14:46:46,0.786,0.786,0.786,0.786,0.786
2015-04-12 14:46:47,0.415,0.415,0.415,0.415,0.415
2015-04-12 14:46:48,0.313,0.314,0.313,0.313,0.314
2015-04-12 14:46:49,0.346,0.354,0.346,0.346,0.354
2015-04-12 14:46:50,0.479,0.484,0.479,0.479,0.484
2015-04-12 14:46:51,0.725,0.726,0.725,0.725,0.726
2015-04-12 14:46:52,0.947,0.947,0.947,0.947,0.947
2015-04-12 14:46:53,0.979,0.979,0.979,0.979,0.979
2015-04-12 14:46:54,0.759,0.76,0.759,0.76,0.76
2015-04-12 14:46:55,0.55,0.55,0.55,0.55,0.55
2015-04-12 14:46:56,0.644,0.644,0.644,0.644,0.644
2015-04-12 14:46:57,1.26,1.26,1.26,1.26,1.26
2015-04-12 14:46:58,2.53,2.53,2.53,2.53,2.53
2015-04-12 14:46:59,4.9,4.9,4.9,4.9,4.9
2015-04-12 14:47:00,5.83,5.83,5.83,5.83,5.83
2015-04-12 14:47:01,5.66,5.66,5.66,5.66,5.66
2015-04-12 14:47:02,6.52,6.52,6.52,6.52,6.52
2015-04-12 14:47:03,6.18,6.18,6.18,6.18,6.18
2015-04-12 14:47:04,5.89,5.89,5.89,5.89,5.89
2015-04-12 14:47:05,4.59,4.6,4.6,4.6,4.6
2015-04-12 14:47:06,3.92,3.92,3.92,3.92,3.92
2015-04-12 14:47:07,4.12,4.12,4.12,4.12,4.12
2015-04-12 14:47:08,4.4,4.4,4.4,4.4,4.4
2015-04-12 14:47:09,4.1,4.1,4.1,4.1,4.1
2015-04-12 14:47:10,3.63,3.63,3.63,3.63,3.63
2015-04-12 14:47:11,3.43,3.43,3.43,3.43,3.43
2015-04-12 14:47:12,3.9,3.9,3.9,3.9,3.9
2015-04-12 14:47:13,4.07,4.07,4.07,4.07,4.07
2015-04-12 14:47:14,4.44,4.44,4.44,4.44,4.44
2015-04-12 14:47:15,4.23,4.23,4.23,4.23,4.23
2015-04-12 14:47:16,4.39,4.39,4.39,4.39,4.39
2015-04-12 14:47:17,4.77,4.77,4.77,4.77,4.77
2015-04-12 14:47:18,4.41,4.41,4.41,4.41,4.41
2015-04-12 14:47:19,4.53,4.53,4.53,4.53,4.53
2015-04-12 14:47:20,4.54,4.54,4.54,4.54,4.54
2015-04-12 14:47:21,4.08,4.08,4.08,4.08,4.08
2015-04-12 14:47:22,3.18,3.18,3.18,3.18,3.18
2015-04-12 14:47:23,2.3,2.3,2.3,2.3,2.3
2015-04-12 14:47:24,1.9,1.9,1.9,1.9,1.9
2015-04-12 14:47:25,1.76,1.76,1.76,1.76,1.76
2015-04-12 14:47:26,2.5,2.5,2.5,2.5,2.5
2015-04-12 14:47:27,6.9,6.9,6.9,6.9,6.9
